id,realDonaldTrump,HillaryClinton
0,3.4236774808960035e-05,0.999965763225191
1,1.4635685996466918e-09,0.9999999985364314
2,0.9990206956863403,0.000979304313659668
3,4.117426215088926e-06,0.9999958825737849
4,0.9999819993972778,1.800060272216797e-05
5,9.770434239442238e-09,0.9999999902295658
6,1.7788490367820486e-05,0.9999822115096322
7,5.600125696503255e-09,0.9999999943998743
8,6.170574468056245e-11,0.9999999999382942
9,0.031897060573101044,0.968102939426899
10,0.033891670405864716,0.9661083295941353
11,1.492090518695477e-06,0.9999985079094813
12,5.306500794333147e-10,0.9999999994693499
13,0.009379887953400612,0.9906201120465994
14,0.10779883712530136,0.8922011628746986
15,0.9959313273429871,0.0040686726570129395
16,0.47774773836135864,0.5222522616386414
17,0.9999986886978149,1.3113021850585938e-06
18,2.1285911770974053e-06,0.9999978714088229
19,0.9999624490737915,3.7550926208496094e-05
20,0.9997606873512268,0.00023931264877319336
21,2.0491697796387598e-05,0.9999795083022036
22,0.06569308042526245,0.9343069195747375
23,0.9962295889854431,0.0037704110145568848
24,0.0001260179706150666,0.9998739820293849
25,6.3666439018561505e-06,0.9999936333560981
26,0.9999936819076538,6.318092346191406e-06
27,0.0006568102398887277,0.9993431897601113
28,1.795872776710894e-06,0.9999982041272233
29,0.990465521812439,0.009534478187561035
30,0.2583414614200592,0.7416585385799408
31,0.9458353519439697,0.05416464805603027
32,0.07449384778738022,0.9255061522126198
33,0.05515538528561592,0.9448446147143841
34,0.9259294867515564,0.0740705132484436
35,6.094385298638372e-07,0.9999993905614701
36,5.556150313168473e-07,0.9999994443849687
37,0.9794585704803467,0.02054142951965332
38,0.04738076403737068,0.9526192359626293
39,0.9988805651664734,0.0011194348335266113
40,2.0275957302029468e-10,0.9999999997972404
41,0.003683897200971842,0.9963161027990282
42,1.0845375264523227e-08,0.9999999891546247
43,1.1144620515324277e-07,0.9999998885537948
44,8.465428982162848e-05,0.9999153457101784
45,0.00046819078852422535,0.9995318092114758
46,0.00019427761435508728,0.9998057223856449
47,0.16315291821956635,0.8368470817804337
48,0.001748555456288159,0.9982514445437118
49,1.5007155695911933e-07,0.999999849928443
50,0.9995582699775696,0.0004417300224304199
51,2.7524061806616373e-05,0.9999724759381934
52,0.0016348353819921613,0.9983651646180078
53,2.5553974865033524e-06,0.9999974446025135
54,0.0010656735394150019,0.998934326460585
55,0.9999626874923706,3.731250762939453e-05
56,0.9974856376647949,0.002514362335205078
57,9.573642500981805e-08,0.999999904263575
58,4.0332713524549035e-07,0.9999995966728648
59,0.9999963045120239,3.6954879760742188e-06
60,3.9850447386413634e-09,0.9999999960149553
61,0.0065142265520989895,0.993485773447901
62,0.5800405144691467,0.41995948553085327
63,1.6324264606737415e-07,0.9999998367573539
64,0.13977904617786407,0.8602209538221359
65,0.10957543551921844,0.8904245644807816
66,0.00033967901254072785,0.9996603209874593
67,1.4709047491123783e-07,0.9999998529095251
68,0.08156818896532059,0.9184318110346794
69,0.003928210120648146,0.9960717898793519
70,0.9999517202377319,4.8279762268066406e-05
71,7.42530517072737e-07,0.9999992574694829
72,2.873173059469991e-07,0.999999712682694
73,8.983468433143571e-05,0.9999101653156686
74,0.001314076711423695,0.9986859232885763
75,1.3657664332811237e-08,0.9999999863423357
76,7.619281063853123e-07,0.9999992380718936
77,1.0470061795331276e-07,0.999999895299382
78,2.9836061399279856e-10,0.9999999997016393
79,1.8721038941293955e-07,0.9999998127896106
80,5.618970178034033e-08,0.9999999438102982
81,0.34149256348609924,0.6585074365139008
82,2.5664549596626784e-08,0.9999999743354504
83,0.5079251527786255,0.4920748472213745
84,0.10851386934518814,0.8914861306548119
85,2.0684076673660456e-07,0.9999997931592333
86,0.9989534616470337,0.0010465383529663086
87,0.3649858832359314,0.6350141167640686
88,0.003184591419994831,0.9968154085800052
89,6.075819783291081e-06,0.9999939241802167
90,0.0013850696850568056,0.9986149303149432
91,1.9985779999842634e-06,0.999998001422
92,1.1174240421851778e-09,0.999999998882576
93,0.9999972581863403,2.7418136596679688e-06
94,0.9999967813491821,3.2186508178710938e-06
95,0.0024225979577749968,0.997577402042225
96,4.173106844973518e-06,0.999995826893155
97,3.798596159843015e-10,0.9999999996201404
98,1.4670452230802766e-07,0.9999998532954777
99,1.5509744877295617e-10,0.9999999998449025
100,0.05789285525679588,0.9421071447432041
101,2.0100495135011442e-07,0.9999997989950486
102,0.9981682300567627,0.0018317699432373047
103,2.321449414921517e-07,0.9999997678550585
104,5.897783921682276e-05,0.9999410221607832
105,0.9997736811637878,0.0002263188362121582
106,2.879369560560008e-07,0.9999997120630439
107,0.0015660556964576244,0.9984339443035424
108,1.296753708857068e-07,0.9999998703246291
109,0.011668441817164421,0.9883315581828356
110,0.006554995663464069,0.9934450043365359
111,5.587942868839901e-12,0.999999999994412
112,0.00011548629845492542,0.9998845137015451
113,0.13767510652542114,0.8623248934745789
114,0.9999788999557495,2.110004425048828e-05
115,5.525852664334252e-09,0.9999999944741473
116,5.707406671717763e-07,0.9999994292593328
117,0.9998959302902222,0.00010406970977783203
118,5.8146213177678874e-08,0.9999999418537868
119,1.3175477420190873e-07,0.9999998682452258
120,1.7800344531693213e-09,0.9999999982199655
121,3.6491765165180823e-09,0.9999999963508235
122,1.0297372954326534e-09,0.9999999989702627
123,1.5357774730759277e-12,0.9999999999984642
124,0.9254364967346191,0.07456350326538086
125,4.488597937779559e-09,0.9999999955114021
126,0.03698666766285896,0.963013332337141
127,7.218991376900519e-11,0.9999999999278101
128,4.9512401123497085e-11,0.9999999999504876
129,4.464781966362352e-07,0.9999995535218034
130,1.9265162798376423e-09,0.9999999980734837
131,4.4731905290973373e-07,0.9999995526809471
132,0.00018196276505477726,0.9998180372349452
133,2.063069950963836e-05,0.9999793693004904
134,0.0006942293839529157,0.9993057706160471
135,0.9997468590736389,0.000253140926361084
136,0.988772451877594,0.011227548122406006
137,3.5590716152000823e-07,0.9999996440928385
138,3.503873244881106e-07,0.9999996496126755
139,4.775994355554758e-08,0.9999999522400564
140,2.400676990532702e-09,0.999999997599323
141,0.11810408532619476,0.8818959146738052
142,2.419576183854133e-08,0.9999999758042382
143,0.9655576944351196,0.03444230556488037
144,4.069105230541936e-08,0.9999999593089477
145,0.9998944997787476,0.0001055002212524414
146,0.9954949617385864,0.004505038261413574
147,1.7619591119455436e-07,0.9999998238040888
148,0.0001755012635840103,0.999824498736416
149,2.956140633614268e-05,0.9999704385936639
150,1.8719806860190147e-07,0.9999998128019314
151,0.004435866605490446,0.9955641333945096
152,1.1074457688664552e-05,0.9999889255423113
153,0.9867347478866577,0.013265252113342285
154,1.4135334822640289e-06,0.9999985864665177
155,3.679230431430369e-08,0.9999999632076957
156,1.5623751892235305e-07,0.9999998437624811
157,0.36070042848587036,0.6392995715141296
158,2.1293283802847895e-10,0.9999999997870672
159,9.730779515493282e-10,0.999999999026922
160,7.124172952899244e-06,0.9999928758270471
161,8.842286902677188e-09,0.9999999911577131
162,2.2915201043360867e-06,0.9999977084798957
163,0.024730443954467773,0.9752695560455322
164,2.4403934730798937e-05,0.9999755960652692
165,1.154486373167174e-08,0.9999999884551363
166,4.6636388084664304e-09,0.9999999953363612
167,0.9882503747940063,0.011749625205993652
168,0.9999996423721313,3.5762786865234375e-07
169,1.035586501529906e-05,0.9999896441349847
170,1.9212171764593222e-07,0.9999998078782824
171,3.3425784362606237e-09,0.9999999966574216
172,5.65440272382034e-09,0.9999999943455973
173,6.89181604229816e-07,0.9999993108183958
174,0.9998798370361328,0.0001201629638671875
175,1.2740938473143615e-05,0.9999872590615269
176,0.00014284288045018911,0.9998571571195498
177,0.393380731344223,0.606619268655777
178,0.999998927116394,1.0728836059570312e-06
179,3.1047282522678188e-09,0.9999999968952717
180,2.515773900313434e-08,0.999999974842261
181,0.9997584223747253,0.0002415776252746582
182,0.9999251365661621,7.486343383789062e-05
183,0.03590812161564827,0.9640918783843517
184,0.00020162320288363844,0.9997983767971164
185,0.9999986886978149,1.3113021850585938e-06
186,1.649840797313118e-08,0.999999983501592
187,0.0005970493657514453,0.9994029506342486
188,2.2226698259686373e-09,0.9999999977773302
189,2.4700794742926746e-09,0.9999999975299205
190,0.0005657998844981194,0.9994342001155019
191,5.4414719841133774e-08,0.9999999455852802
192,6.822128284511564e-08,0.9999999317787172
193,0.9940551519393921,0.00594484806060791
194,5.549321446807198e-09,0.9999999944506786
195,2.5447335350037292e-09,0.9999999974552665
196,1.0114835049535031e-06,0.999998988516495
197,0.00023691068054176867,0.9997630893194582
198,1.1936283499380806e-06,0.9999988063716501
199,0.9999959468841553,4.0531158447265625e-06
200,0.9997726082801819,0.00022739171981811523
201,0.9991844296455383,0.0008155703544616699
202,0.9997586607933044,0.00024133920669555664
203,0.9999657869338989,3.421306610107422e-05
204,1.4600621398130897e-05,0.9999853993786019
205,0.00021141859178896993,0.999788581408211
206,0.0025444114580750465,0.997455588541925
207,1.7486845305114684e-09,0.9999999982513155
208,1.5396261687783408e-07,0.9999998460373831
209,1.0976152253761029e-07,0.9999998902384775
210,1.1012303957613767e-07,0.9999998898769604
211,7.167240255512297e-05,0.9999283275974449
212,1.0590097190288361e-05,0.9999894099028097
213,3.479159715880087e-07,0.9999996520840284
214,0.13040105998516083,0.8695989400148392
215,0.989213764667511,0.010786235332489014
216,8.737748089515662e-07,0.999999126225191
217,3.1219202355714515e-05,0.9999687807976443
218,1.3944334398274805e-07,0.999999860556656
219,0.019839603453874588,0.9801603965461254
220,0.00022105587413534522,0.9997789441258647
221,9.92561240309442e-07,0.9999990074387597
222,1.1538809019384644e-08,0.999999988461191
223,0.04422907531261444,0.9557709246873856
224,0.9999810457229614,1.895427703857422e-05
225,0.9996238946914673,0.00037610530853271484
226,0.9982315897941589,0.0017684102058410645
227,0.00025260544498451054,0.9997473945550155
228,0.9999630451202393,3.695487976074219e-05
229,1.7667211027472263e-09,0.9999999982332789
230,0.9999948740005493,5.125999450683594e-06
231,0.9995461106300354,0.0004538893699645996
232,3.2983967912514345e-07,0.9999996701603209
233,6.923123407887033e-09,0.9999999930768766
234,0.9999697208404541,3.0279159545898438e-05
235,0.0026076845824718475,0.9973923154175282
236,0.9999982118606567,1.7881393432617188e-06
237,0.0010253115324303508,0.9989746884675696
238,4.727323421604979e-09,0.9999999952726766
239,3.5832212574860023e-07,0.9999996416778743
240,0.9999990463256836,9.5367431640625e-07
241,4.841139045197451e-08,0.9999999515886095
242,0.9888795614242554,0.011120438575744629
243,0.5117201805114746,0.4882798194885254
244,0.0902937576174736,0.9097062423825264
245,3.2382345125370193e-06,0.9999967617654875
246,5.804055035696365e-05,0.999941959449643
247,0.99931800365448,0.0006819963455200195
248,0.9879786968231201,0.012021303176879883
249,0.9999723434448242,2.765655517578125e-05
250,0.9999773502349854,2.2649765014648438e-05
251,0.9999949932098389,5.0067901611328125e-06
252,0.9826490879058838,0.01735091209411621
253,8.156281872118143e-09,0.9999999918437181
254,1.3342244642444712e-07,0.9999998665775536
255,2.4097051021243487e-09,0.9999999975902949
256,4.87053875986021e-05,0.9999512946124014
257,3.210029131395231e-09,0.9999999967899709
258,0.0019142157398164272,0.9980857842601836
259,2.949029465071362e-07,0.9999997050970535
260,0.06910531967878342,0.9308946803212166
261,4.134088626983612e-09,0.9999999958659114
262,1.5277402454216826e-08,0.9999999847225975
263,1.862666287877346e-08,0.9999999813733371
264,0.9009611010551453,0.09903889894485474
265,1.1935460397793918e-09,0.999999998806454
266,3.672174671009998e-07,0.9999996327825329
267,3.565665096516568e-08,0.999999964343349
268,0.9881561994552612,0.01184380054473877
269,0.9999872446060181,1.2755393981933594e-05
270,7.869358142897909e-08,0.9999999213064186
271,2.584126912452689e-09,0.9999999974158731
272,0.9998829364776611,0.00011706352233886719
273,0.00016792184032965451,0.9998320781596703
274,0.9999262094497681,7.37905502319336e-05
275,1.3412786756816786e-06,0.9999986587213243
276,1.8215290253920102e-07,0.9999998178470975
277,0.9999768733978271,2.3126602172851562e-05
278,0.9999912977218628,8.702278137207031e-06
279,0.00010221102274954319,0.9998977889772505
280,0.0010196460643783212,0.9989803539356217
281,5.19593470471591e-08,0.999999948040653
282,0.9996980428695679,0.0003019571304321289
283,0.9999070167541504,9.298324584960938e-05
284,0.998405396938324,0.0015946030616760254
285,0.9973660111427307,0.002633988857269287
286,6.346335794660263e-06,0.9999936536642053
287,1.3513628118744236e-06,0.9999986486371881
288,0.2602739930152893,0.7397260069847107
289,0.013047055341303349,0.9869529446586967
290,6.628118717344478e-05,0.9999337188128266
291,1.662368595134467e-05,0.9999833763140487
292,0.0008699262980371714,0.9991300737019628
293,0.0009569952380843461,0.9990430047619157
294,0.9999995231628418,4.76837158203125e-07
295,2.2995256586000323e-05,0.999977004743414
296,0.00042055235826410353,0.9995794476417359
297,7.517721201111272e-08,0.999999924822788
298,0.0012483246391639113,0.9987516753608361
299,0.9997307658195496,0.00026923418045043945
300,0.7151140570640564,0.2848859429359436
301,3.705634071593522e-06,0.9999962943659284
302,5.419510618054346e-09,0.9999999945804894
303,0.9996932744979858,0.00030672550201416016
304,0.9999548196792603,4.5180320739746094e-05
305,4.169094722783484e-07,0.9999995830905277
306,0.9999933242797852,6.67572021484375e-06
307,1.40790623603948e-08,0.9999999859209376
308,0.9251413345336914,0.0748586654663086
309,3.059863593080081e-05,0.9999694013640692
310,3.198247711111435e-08,0.9999999680175229
311,0.9999516010284424,4.839897155761719e-05
312,0.999176561832428,0.0008234381675720215
313,0.9999974966049194,2.5033950805664062e-06
314,3.97076753699821e-08,0.9999999602923246
315,3.037125111404748e-07,0.9999996962874889
316,1.9558819985832088e-07,0.9999998044118001
317,9.549052265356295e-06,0.9999904509477346
318,0.8922038078308105,0.10779619216918945
319,0.9985684156417847,0.001431584358215332
320,0.9998395442962646,0.00016045570373535156
321,0.00782690104097128,0.9921730989590287
322,0.7835081219673157,0.21649187803268433
323,0.00036302395164966583,0.9996369760483503
324,1.826770676416345e-05,0.9999817322932358
325,0.9177053570747375,0.08229464292526245
326,0.9999903440475464,9.655952453613281e-06
327,0.9999709129333496,2.9087066650390625e-05
328,0.01639438048005104,0.983605619519949
329,0.21275267004966736,0.7872473299503326
330,0.9999667406082153,3.325939178466797e-05
331,5.399079441303911e-07,0.9999994600920559
332,8.538866325125127e-08,0.9999999146113367
333,9.525979862701206e-07,0.9999990474020137
334,0.9997027516365051,0.00029724836349487305
335,1.208551303477634e-08,0.999999987914487
336,0.07976013422012329,0.9202398657798767
337,8.090379992609087e-07,0.9999991909620007
338,0.9997530579566956,0.00024694204330444336
339,0.9999947547912598,5.245208740234375e-06
340,5.912804226682056e-06,0.9999940871957733
341,0.024128507822752,0.975871492177248
342,2.9957785955048166e-05,0.999970042214045
343,5.071213671214991e-09,0.9999999949287863
344,1.4086818111991306e-07,0.9999998591318189
345,0.05186181515455246,0.9481381848454475
346,5.906951372480762e-09,0.9999999940930486
347,0.998957633972168,0.0010423660278320312
348,3.4780981650328613e-07,0.9999996521901835
349,0.0042389011941850185,0.995761098805815
350,3.851353540085256e-06,0.9999961486464599
351,0.002908205846324563,0.9970917941536754
352,1.7134878238511675e-10,0.9999999998286512
353,1.7652516948185593e-10,0.9999999998234749
354,3.5932278024120023e-06,0.9999964067721976
355,2.776505692025921e-10,0.9999999997223494
356,1.4397838477009373e-10,0.9999999998560216
357,0.015462230890989304,0.9845377691090107
358,1.632942030482809e-06,0.9999983670579695
359,0.32106634974479675,0.6789336502552032
360,6.274236056924565e-06,0.9999937257639431
361,6.156826202641241e-06,0.9999938431737974
362,3.6216363241692306e-08,0.9999999637836368
363,0.07300885766744614,0.9269911423325539
364,0.00012448066263459623,0.9998755193373654
365,1.1063674065781015e-07,0.9999998893632593
366,6.9654906837968156e-06,0.9999930345093162
367,0.9999998807907104,1.1920928955078125e-07
368,0.999915599822998,8.440017700195312e-05
369,7.926767466415185e-06,0.9999920732325336
370,0.999998927116394,1.0728836059570312e-06
371,0.9999874830245972,1.2516975402832031e-05
372,0.9962515234947205,0.003748476505279541
373,0.9999281167984009,7.18832015991211e-05
374,0.9999450445175171,5.4955482482910156e-05
375,0.0005985201569274068,0.9994014798430726
376,4.243126294767308e-09,0.9999999957568737
377,0.9999552965164185,4.470348358154297e-05
378,0.2439378798007965,0.7560621201992035
379,1.744969267747365e-05,0.9999825503073225
380,0.9999606609344482,3.933906555175781e-05
381,0.9993153810501099,0.0006846189498901367
382,0.9999902248382568,9.775161743164062e-06
383,0.00010247237514704466,0.999897527624853
384,1.4350697519205369e-08,0.9999999856493025
385,0.002327409340068698,0.9976725906599313
386,0.0027655367739498615,0.9972344632260501
387,6.152776677481597e-06,0.9999938472233225
388,0.0006213051965460181,0.999378694803454
389,3.435037285726139e-07,0.9999996564962714
390,8.250285645772237e-06,0.9999917497143542
391,0.8596614003181458,0.14033859968185425
392,0.949591875076294,0.050408124923706055
393,0.9999669790267944,3.3020973205566406e-05
394,1.4455225461063037e-08,0.9999999855447745
395,0.9999533891677856,4.661083221435547e-05
396,8.392614108743146e-05,0.9999160738589126
397,8.662087935817908e-09,0.9999999913379121
398,0.9999995231628418,4.76837158203125e-07
399,0.002103624166920781,0.9978963758330792
400,1.991597997630379e-09,0.999999998008402
401,0.0016773599199950695,0.9983226400800049
402,7.597978912698977e-10,0.9999999992402021
403,0.9999881982803345,1.1801719665527344e-05
404,0.9999994039535522,5.960464477539062e-07
405,0.9999984502792358,1.5497207641601562e-06
406,0.9995086193084717,0.0004913806915283203
407,5.00760461363825e-06,0.9999949923953864
408,0.9999698400497437,3.0159950256347656e-05
409,0.9999947547912598,5.245208740234375e-06
410,0.11186893284320831,0.8881310671567917
411,0.9999294281005859,7.05718994140625e-05
412,0.9225354194641113,0.07746458053588867
413,7.96307449490996e-06,0.9999920369255051
414,0.11819490045309067,0.8818050995469093
415,0.9721733927726746,0.02782660722732544
416,0.9999194145202637,8.058547973632812e-05
417,0.7442817091941833,0.25571829080581665
418,0.06626913696527481,0.9337308630347252
419,0.001670120400376618,0.9983298795996234
420,0.0018993528792634606,0.9981006471207365
421,0.0035424090456217527,0.9964575909543782
422,0.9999988079071045,1.1920928955078125e-06
423,4.9756700981618e-09,0.9999999950243299
424,0.0011833682656288147,0.9988166317343712
425,0.9999990463256836,9.5367431640625e-07
426,9.82258541171177e-09,0.9999999901774146
427,0.007483427878469229,0.9925165721215308
428,0.0006423808517865837,0.9993576191482134
